,lat,lon,capacity
26270,42.9375,-107.1875,4.45
26271,42.9375,-107.1875,4.45
26272,42.9375,-107.1875,4.45
26273,42.9375,-107.1875,4.45
26274,42.9375,-107.125,4.45
26275,42.9375,-106.9375,4.45
26276,42.9375,-106.9375,4.45
26277,42.9375,-106.8125,4.45
26278,42.9375,-106.75,4.45
26279,42.9375,-106.75,4.45
26280,42.9375,-106.375,4.45
26281,42.9375,-106.3125,4.45
26282,42.9375,-106.3125,4.45
26283,42.9375,-106.3125,4.45
26284,42.9375,-106.25,4.45
26285,42.9375,-106.25,4.45
26286,42.9375,-106.25,4.45
26287,42.9375,-106.25,4.45
26288,42.9375,-106.1875,4.45
26289,42.9375,-106.1875,4.45
26290,42.9375,-105.3125,4.46
26291,42.9375,-105.1875,4.46
26292,42.9375,-105.1875,4.46
26293,42.9375,-104.0625,4.48
26294,42.9375,-104.0,4.48
26295,42.9375,-104.0,4.48
26296,42.9375,-104.0,4.48
26297,42.9375,-104.0,4.48
26298,42.9375,-103.9375,4.48
26299,42.9375,-101.0625,4.35
26300,42.9375,-118.6875,4.59
26301,42.9375,-116.5625,4.56
26302,42.9375,-116.5625,4.56
26303,42.9375,-116.5,4.56
26304,42.9375,-116.5,4.56
26305,42.9375,-116.5,4.56
26306,42.9375,-116.5,4.56
26307,42.9375,-116.4375,4.56
26308,42.9375,-109.1875,4.48
26309,42.9375,-107.5625,4.45
26310,42.9375,-107.5,4.45
26311,42.9375,-107.4375,4.45
26312,42.9375,-107.4375,4.45
26313,42.9375,-107.4375,4.45
26314,42.9375,-107.4375,4.45
26315,42.9375,-107.375,4.45
26316,42.9375,-107.375,4.45
26317,42.9375,-107.375,4.45
26318,42.9375,-107.3125,4.45
26319,42.9375,-107.3125,4.45
26320,42.9375,-107.3125,4.45
26321,42.9375,-107.3125,4.45
26322,42.9375,-107.25,4.45
26323,42.9375,-107.25,4.45
26324,42.9375,-107.25,4.45
26325,42.9375,-107.25,4.45
26326,42.9375,-107.1875,4.45
26327,42.9375,-107.125,4.45
26328,42.9375,-107.125,4.45
26329,42.9375,-107.0,4.45
26330,42.9375,-106.8125,4.45
26331,42.9375,-106.8125,4.45
26332,42.9375,-106.75,4.45
26333,42.9375,-106.3125,4.45
26334,42.9375,-106.1875,4.45
26335,42.9375,-106.1875,4.45
26336,42.9375,-105.375,4.46
26337,42.9375,-105.375,4.46
26338,42.9375,-105.375,4.46
26339,42.9375,-104.0625,4.48
26340,42.9375,-104.0,4.48
26341,42.9375,-104.0,4.48
26342,42.9375,-104.0,4.48
26343,42.9375,-104.0,4.48
26344,42.96875,-116.5625,4.56
26345,42.96875,-116.5625,4.56
26346,42.96875,-116.5625,4.56
26347,42.96875,-116.5,4.56
26348,42.96875,-116.5,4.56
26349,42.96875,-116.5,4.56
26350,42.96875,-116.5,4.56
26351,42.96875,-109.1875,4.48
26352,42.96875,-107.5,4.45
26353,42.96875,-107.4375,4.45
26354,42.96875,-107.4375,4.45
26355,42.96875,-107.375,4.45
26356,42.96875,-107.375,4.45
26357,42.96875,-107.375,4.45
26358,42.96875,-107.3125,4.45
26359,42.96875,-107.3125,4.45
26360,42.96875,-107.3125,4.45
26361,42.96875,-107.3125,4.45
26362,42.96875,-107.25,4.45
26363,42.96875,-107.25,4.45
26364,42.96875,-107.25,4.45
26365,42.96875,-107.125,4.45
26366,42.96875,-107.0,4.45
26367,42.96875,-106.875,4.45
26368,42.96875,-106.75,4.45
26369,42.96875,-106.3125,4.45
26370,42.96875,-106.25,4.45
26371,42.96875,-106.25,4.45
26372,42.96875,-105.4375,4.46
26373,42.96875,-105.375,4.46
26374,42.96875,-105.3125,4.46
26375,42.96875,-104.0625,4.48
26376,42.96875,-104.0,4.48
26377,42.96875,-104.0,4.48
26378,42.96875,-116.5625,4.56
26379,42.96875,-116.5625,4.56
26380,42.96875,-116.5625,4.56
26381,42.96875,-116.5,4.56
26382,42.96875,-116.5,4.56
26383,42.96875,-109.25,4.48
26384,42.96875,-109.0,4.48
26385,42.96875,-107.4375,4.45
26386,42.96875,-107.4375,4.45
26387,42.96875,-107.4375,4.45
26388,42.96875,-107.4375,4.45
26389,42.96875,-107.375,4.45
26390,42.96875,-107.375,4.45
26391,42.96875,-107.375,4.45
26392,42.96875,-107.3125,4.45
26393,42.96875,-107.3125,4.45
26394,42.96875,-107.3125,4.45
26395,42.96875,-107.3125,4.45
26396,42.96875,-107.25,4.45
26397,42.96875,-107.25,4.45
26398,42.96875,-107.25,4.45
26399,42.96875,-107.125,4.45
26400,42.96875,-107.0,4.45
26401,42.96875,-106.9375,4.45
26402,42.96875,-106.9375,4.45
26403,42.96875,-106.875,4.45
26404,42.96875,-106.75,4.45
26405,42.96875,-106.3125,4.45
26406,42.96875,-106.3125,4.45
26407,42.96875,-106.3125,4.45
26408,42.96875,-106.25,4.45
26409,42.96875,-105.4375,4.46
26410,42.96875,-105.375,4.46
26411,42.96875,-104.0625,4.48
26412,43.0,-116.625,4.56
26413,43.0,-116.5625,4.56
26414,43.0,-116.5625,4.56
26415,43.0,-116.5625,4.56
26416,43.0,-116.5,4.56
26417,43.0,-116.5,4.56
26418,43.0,-109.0,4.48
26419,43.0,-107.4375,4.45
26420,43.0,-107.4375,4.45
26421,43.0,-107.4375,4.45
26422,43.0,-107.375,4.45
26423,43.0,-107.375,4.45
26424,43.0,-107.375,4.45
26425,43.0,-107.3125,4.45
26426,43.0,-107.3125,4.45
26427,43.0,-107.3125,4.45
26428,43.0,-107.25,4.45
26429,43.0,-107.1875,4.45
26430,43.0,-107.0625,4.45
26431,43.0,-106.75,4.45
26432,43.0,-105.75,4.45
26433,43.0,-105.75,4.45
26434,43.0,-105.6875,4.45
26435,43.0,-105.6875,4.45
26436,43.0,-105.4375,4.46
26437,43.0,-105.375,4.46
26438,43.0,-104.0625,4.48
26439,43.0,-101.125,4.35
26440,43.0,-121.25,4.6
26441,43.0,-121.25,4.6
26442,43.0,-120.9375,4.6
26443,43.0,-120.9375,4.6
26444,43.0,-120.875,4.6
26445,43.0,-116.625,4.56
26446,43.0,-116.625,4.56
26447,43.0,-116.5625,4.56
26448,43.0,-116.5625,4.56
26449,43.0,-116.5625,4.56
26450,43.0,-116.5625,4.56
26451,43.0,-112.3125,4.31
26452,43.0,-109.25,4.48
26453,43.0,-107.4375,4.45
26454,43.0,-107.4375,4.45
26455,43.0,-107.375,4.45
26456,43.0,-107.375,4.45
26457,43.0,-107.375,4.45
26458,43.0,-107.3125,4.45
26459,43.0,-107.25,4.45
26460,43.0,-107.1875,4.45
26461,43.0,-107.0625,4.45
26462,43.0,-106.75,4.45
26463,43.0,-106.0625,4.45
26464,43.0,-106.0625,4.45
26465,43.0,-105.75,4.45
26466,43.0,-105.6875,4.45
26467,43.0,-105.5,4.45
26468,43.0,-105.5,4.45
26469,43.0,-105.4375,4.46
26470,43.0,-105.375,4.46
26471,43.03125,-124.4375,3.91
26472,43.03125,-124.4375,3.91
26473,43.03125,-121.3125,4.6
26474,43.03125,-120.9375,4.6
26475,43.03125,-120.9375,4.6
26476,43.03125,-120.9375,4.6
26477,43.03125,-120.875,4.6
26478,43.03125,-120.875,4.6
26479,43.03125,-116.5625,4.56
26480,43.03125,-116.5625,4.56
26481,43.03125,-116.5625,4.56
26482,43.03125,-116.5625,4.56
26483,43.03125,-109.0625,4.48
26484,43.03125,-109.0625,4.48
26485,43.03125,-107.375,4.45
26486,43.03125,-107.3125,4.45
26487,43.03125,-107.1875,4.45
26488,43.03125,-107.1875,4.45
26489,43.03125,-107.125,4.45
26490,43.03125,-107.0,4.45
26491,43.03125,-106.9375,4.45
26492,43.03125,-106.9375,4.45
26493,43.03125,-106.9375,4.45
26494,43.03125,-106.9375,4.45
26495,43.03125,-106.875,4.45
26496,43.03125,-106.75,4.45
26497,43.03125,-106.0625,4.45
26498,43.03125,-106.0625,4.45
26499,43.03125,-105.9375,4.45
26500,43.03125,-105.9375,4.45
26501,43.03125,-105.875,4.45
26502,43.03125,-105.6875,4.45
26503,43.03125,-105.4375,4.46
26504,43.03125,-124.4375,3.91
26505,43.03125,-124.4375,3.91
26506,43.03125,-121.3125,4.6
26507,43.03125,-121.3125,4.6
26508,43.03125,-121.3125,4.6
26509,43.03125,-121.25,4.6
26510,43.03125,-121.25,4.6
26511,43.03125,-121.1875,4.6
26512,43.03125,-120.9375,4.6
26513,43.03125,-120.9375,4.6
26514,43.03125,-120.9375,4.6
26515,43.03125,-120.9375,4.6
26516,43.03125,-120.875,4.6
26517,43.03125,-120.875,4.6
26518,43.03125,-120.8125,4.6
26519,43.03125,-120.8125,4.6
26520,43.03125,-116.75,4.56
26521,43.03125,-116.6875,4.56
26522,43.03125,-116.625,4.56
26523,43.03125,-116.5625,4.56
26524,43.03125,-116.5625,4.56
26525,43.03125,-109.25,4.48
26526,43.03125,-107.3125,4.45
26527,43.03125,-107.0625,4.45
26528,43.03125,-107.0625,4.45
26529,43.03125,-106.875,4.45
26530,43.03125,-106.875,4.45
26531,43.03125,-106.875,4.45
26532,43.03125,-106.8125,4.45
26533,43.03125,-106.8125,4.45
26534,43.03125,-106.8125,4.45
26535,43.03125,-106.0625,4.45
26536,43.03125,-105.875,4.45
26537,43.03125,-105.875,4.45
26538,43.03125,-105.8125,4.45
26539,43.03125,-105.6875,4.45
26540,43.03125,-105.625,4.45
26541,43.03125,-105.625,4.45
26542,43.03125,-105.625,4.45
26543,43.03125,-105.5625,4.45
26544,43.03125,-105.4375,4.46
26545,43.03125,-105.4375,4.46
26546,43.0625,-121.3125,4.6
26547,43.0625,-121.0,4.6
26548,43.0625,-121.0,4.6
26549,43.0625,-120.9375,4.6
26550,43.0625,-120.9375,4.6
26551,43.0625,-120.9375,4.6
26552,43.0625,-120.9375,4.6
26553,43.0625,-120.875,4.6
26554,43.0625,-120.875,4.6
26555,43.0625,-120.875,4.6
26556,43.0625,-120.8125,4.6
26557,43.0625,-116.6875,4.56
26558,43.0625,-116.6875,4.56
26559,43.0625,-116.625,4.56
26560,43.0625,-116.625,4.56
26561,43.0625,-116.625,4.56
26562,43.0625,-116.5625,4.56
26563,43.0625,-116.5625,4.56
26564,43.0625,-109.3125,4.48
26565,43.0625,-107.3125,4.45
26566,43.0625,-107.0625,4.45
26567,43.0625,-106.875,4.45
26568,43.0625,-106.875,4.45
26569,43.0625,-106.8125,4.45
26570,43.0625,-106.0625,4.45
26571,43.0625,-106.0625,4.45
26572,43.0625,-105.5,4.45
26573,43.0625,-121.3125,4.6
26574,43.0625,-121.3125,4.6
26575,43.0625,-121.3125,4.6
26576,43.0625,-121.25,4.6
26577,43.0625,-121.0,4.6
26578,43.0625,-121.0,4.6
26579,43.0625,-121.0,4.6
26580,43.0625,-121.0,4.6
26581,43.0625,-120.9375,4.6
26582,43.0625,-120.9375,4.6
26583,43.0625,-120.9375,4.6
26584,43.0625,-120.9375,4.6
26585,43.0625,-120.875,4.6
26586,43.0625,-120.875,4.6
26587,43.0625,-120.875,4.6
26588,43.0625,-120.8125,4.6
26589,43.0625,-116.6875,4.56
26590,43.0625,-116.6875,4.56
26591,43.0625,-109.3125,4.48
26592,43.0625,-107.3125,4.45
26593,43.0625,-107.3125,4.45
26594,43.0625,-107.3125,4.45
26595,43.0625,-107.0625,4.45
26596,43.0625,-106.875,4.45
26597,43.0625,-105.9375,4.45
26598,43.0625,-105.5,4.45
26599,43.09375,-124.4375,3.91
26600,43.09375,-121.0,4.6
26601,43.09375,-121.0,4.6
26602,43.09375,-120.9375,4.6
26603,43.09375,-120.9375,4.6
26604,43.09375,-120.9375,4.6
26605,43.09375,-120.9375,4.6
26606,43.09375,-120.875,4.6
26607,43.09375,-120.875,4.6
26608,43.09375,-120.875,4.6
26609,43.09375,-120.8125,4.6
26610,43.09375,-116.75,4.56
26611,43.09375,-116.6875,4.56
26612,43.09375,-116.6875,4.56
26613,43.09375,-116.6875,4.56
26614,43.09375,-116.625,4.56
26615,43.09375,-107.3125,4.45
26616,43.09375,-107.3125,4.45
26617,43.09375,-107.25,4.45
26618,43.09375,-107.0625,4.45
26619,43.09375,-105.9375,4.45
26620,43.09375,-105.4375,4.46
26621,43.09375,-121.0,4.6
26622,43.09375,-121.0,4.6
26623,43.09375,-120.9375,4.6
26624,43.09375,-120.9375,4.6
26625,43.09375,-120.9375,4.6
26626,43.09375,-120.9375,4.6
26627,43.09375,-120.875,4.6
26628,43.09375,-116.75,4.56
26629,43.09375,-116.6875,4.56
26630,43.09375,-109.4375,4.37
26631,43.09375,-109.375,4.37
26632,43.09375,-107.3125,4.45
26633,43.09375,-107.25,4.45
26634,43.09375,-107.25,4.45
26635,43.09375,-107.0625,4.45
26636,43.09375,-107.0,4.45
26637,43.09375,-106.6875,4.45
26638,43.09375,-106.25,4.45
26639,43.09375,-106.25,4.45
26640,43.09375,-106.0,4.45
26641,43.09375,-105.9375,4.45
26642,43.09375,-105.8125,4.45
26643,43.09375,-105.8125,4.45
26644,43.09375,-105.8125,4.45
26645,43.09375,-105.75,4.45
26646,43.09375,-105.75,4.45
26647,43.09375,-105.75,4.45
26648,43.09375,-105.75,4.45
26649,43.09375,-105.6875,4.45
26650,43.09375,-105.6875,4.45
26651,43.09375,-105.4375,4.46
26652,43.09375,-105.4375,4.46
26653,43.125,-116.75,4.56
26654,43.125,-116.6875,4.56
26655,43.125,-116.6875,4.56
26656,43.125,-116.6875,4.56
26657,43.125,-109.3125,4.48
26658,43.125,-107.3125,4.45
26659,43.125,-107.3125,4.45
26660,43.125,-107.25,4.45
26661,43.125,-107.0625,4.45
26662,43.125,-107.0625,4.45
26663,43.125,-107.0625,4.45
26664,43.125,-107.0625,4.45
26665,43.125,-107.0,4.45
26666,43.125,-106.6875,4.45
26667,43.125,-106.4375,4.45
26668,43.125,-106.375,4.45
26669,43.125,-106.375,4.45
26670,43.125,-106.375,4.45
26671,43.125,-106.3125,4.45
26672,43.125,-106.3125,4.45
26673,43.125,-106.25,4.45
26674,43.125,-106.25,4.45
26675,43.125,-106.0,4.45
26676,43.125,-105.875,4.45
26677,43.125,-105.875,4.45
26678,43.125,-105.5625,4.45
26679,43.125,-105.5625,4.45
26680,43.125,-105.5,4.45
26681,43.125,-105.5,4.45
26682,43.125,-105.5,4.45
26683,43.125,-105.5,4.45
26684,43.125,-105.4375,4.46
26685,43.15625,-116.8125,4.56
26686,43.15625,-116.75,4.56
26687,43.15625,-109.3125,4.48
26688,43.15625,-107.3125,4.45
26689,43.15625,-107.3125,4.45
26690,43.15625,-107.25,4.45
26691,43.15625,-107.25,4.45
26692,43.15625,-107.25,4.45
26693,43.15625,-107.25,4.45
26694,43.15625,-107.1875,4.45
26695,43.15625,-107.0,4.45
26696,43.15625,-107.0,4.45
26697,43.15625,-106.4375,4.45
26698,43.15625,-106.3125,4.45
26699,43.15625,-106.3125,4.45
26700,43.15625,-106.3125,4.45
26701,43.15625,-106.3125,4.45
26702,43.15625,-106.25,4.45
26703,43.15625,-106.25,4.45
26704,43.15625,-106.1875,4.45
26705,43.15625,-106.0625,4.45
26706,43.15625,-106.0,4.45
26707,43.15625,-105.875,4.45
26708,43.15625,-105.875,4.45
26709,43.15625,-105.875,4.45
26710,43.15625,-105.8125,4.45
26711,43.15625,-105.8125,4.45
26712,43.15625,-105.8125,4.45
26713,43.15625,-105.8125,4.45
26714,43.15625,-105.75,4.45
26715,43.15625,-105.75,4.45
26716,43.15625,-105.75,4.45
26717,43.15625,-105.75,4.45
26718,43.15625,-105.6875,4.45
26719,43.15625,-105.6875,4.45
26720,43.15625,-105.6875,4.45
26721,43.15625,-105.5625,4.45
26722,43.15625,-105.5625,4.45
26723,43.15625,-116.75,4.56
26724,43.15625,-116.75,4.56
26725,43.15625,-116.6875,4.56
26726,43.15625,-116.6875,4.56
26727,43.15625,-109.4375,4.37
26728,43.15625,-107.0625,4.45
26729,43.15625,-107.0,4.45
26730,43.15625,-107.0,4.45
26731,43.15625,-106.4375,4.45
26732,43.15625,-106.3125,4.45
26733,43.15625,-106.3125,4.45
26734,43.15625,-106.3125,4.45
26735,43.15625,-106.3125,4.45
26736,43.15625,-106.25,4.45
26737,43.15625,-106.25,4.45
26738,43.15625,-106.25,4.45
26739,43.15625,-106.1875,4.45
26740,43.15625,-106.0625,4.45
26741,43.15625,-106.0625,4.45
26742,43.15625,-106.0625,4.45
26743,43.15625,-106.0,4.45
26744,43.15625,-106.0,4.45
26745,43.15625,-105.875,4.45
26746,43.15625,-105.875,4.45
26747,43.15625,-105.875,4.45
26748,43.15625,-105.8125,4.45
26749,43.15625,-105.8125,4.45
26750,43.15625,-105.8125,4.45
26751,43.15625,-105.8125,4.45
26752,43.15625,-105.75,4.45
26753,43.15625,-105.75,4.45
26754,43.15625,-105.5625,4.45
26755,43.1875,-116.8125,4.56
26756,43.1875,-116.8125,4.56
26757,43.1875,-116.75,4.56
26758,43.1875,-116.75,4.56
26759,43.1875,-116.75,4.56
26760,43.1875,-116.6875,4.56
26761,43.1875,-116.6875,4.56
26762,43.1875,-116.6875,4.56
26763,43.1875,-116.6875,4.56
26764,43.1875,-107.0625,4.45
26765,43.1875,-107.0625,4.45
26766,43.1875,-107.0,4.45
26767,43.1875,-106.6875,4.45
26768,43.1875,-106.4375,4.45
26769,43.1875,-106.3125,4.45
26770,43.1875,-106.25,4.45
26771,43.1875,-106.25,4.45
26772,43.1875,-106.25,4.45
26773,43.1875,-106.125,4.45
26774,43.1875,-106.125,4.45
26775,43.1875,-105.9375,4.45
26776,43.1875,-105.9375,4.45
26777,43.1875,-105.875,4.45
26778,43.1875,-105.875,4.45
26779,43.1875,-105.875,4.45
26780,43.1875,-105.8125,4.45
26781,43.1875,-105.6875,4.45
26782,43.1875,-105.6875,4.45
26783,43.1875,-105.625,4.45
26784,43.1875,-105.5625,4.45
26785,43.1875,-105.5625,4.45
26786,43.1875,-101.0625,4.35
26787,43.1875,-101.0625,4.35
26788,43.1875,-116.8125,4.56
26789,43.1875,-116.8125,4.56
26790,43.1875,-116.75,4.56
26791,43.1875,-116.75,4.56
26792,43.1875,-116.75,4.56
26793,43.1875,-116.6875,4.56
26794,43.1875,-116.6875,4.56
26795,43.1875,-109.25,4.48
26796,43.1875,-109.1875,4.48
26797,43.1875,-107.0625,4.45
26798,43.1875,-107.0,4.45
26799,43.1875,-106.6875,4.45
26800,43.1875,-106.5,4.45
26801,43.1875,-106.4375,4.45
26802,43.1875,-106.3125,4.45
26803,43.1875,-106.25,4.45
26804,43.1875,-106.25,4.45
26805,43.1875,-106.25,4.45
26806,43.1875,-106.1875,4.45
26807,43.1875,-105.875,4.45
26808,43.1875,-105.875,4.45
26809,43.1875,-105.875,4.45
26810,43.1875,-105.8125,4.45
26811,43.1875,-105.8125,4.45
26812,43.1875,-105.8125,4.45
26813,43.21875,-116.8125,4.56
26814,43.21875,-116.75,4.56
26815,43.21875,-116.75,4.56
26816,43.21875,-116.75,4.56
26817,43.21875,-116.75,4.56
26818,43.21875,-116.6875,4.56
26819,43.21875,-107.0625,4.45
26820,43.21875,-107.0,4.45
26821,43.21875,-106.5,4.45
26822,43.21875,-106.4375,4.45
26823,43.21875,-106.4375,4.45
26824,43.21875,-106.4375,4.45
26825,43.21875,-106.4375,4.45
26826,43.21875,-106.375,4.45
26827,43.21875,-106.375,4.45
26828,43.21875,-106.3125,4.45
26829,43.21875,-106.3125,4.45
26830,43.21875,-106.1875,4.45
26831,43.21875,-106.1875,4.45
26832,43.21875,-106.0625,4.45
26833,43.21875,-106.0,4.45
26834,43.21875,-105.9375,4.45
26835,43.21875,-105.75,4.45
26836,43.21875,-101.1875,4.35
26837,43.21875,-101.0,4.35
26838,43.21875,-116.8125,4.56
26839,43.21875,-116.8125,4.56
26840,43.21875,-116.8125,4.56
26841,43.21875,-116.75,4.56
26842,43.21875,-116.75,4.56
26843,43.21875,-116.75,4.56
26844,43.21875,-116.75,4.56
26845,43.21875,-116.6875,4.56
26846,43.21875,-107.0625,4.45
26847,43.21875,-106.5,4.45
26848,43.21875,-106.4375,4.45
26849,43.21875,-106.4375,4.45
26850,43.21875,-106.4375,4.45
26851,43.21875,-106.375,4.45
26852,43.21875,-106.375,4.45
26853,43.21875,-106.375,4.45
26854,43.21875,-106.3125,4.45
26855,43.21875,-106.3125,4.45
26856,43.21875,-106.3125,4.45
26857,43.21875,-106.1875,4.45
26858,43.21875,-106.1875,4.45
26859,43.21875,-106.0625,4.45
26860,43.21875,-106.0,4.45
26861,43.21875,-105.75,4.45
26862,43.25,-116.8125,4.56
26863,43.25,-116.75,4.56
26864,43.25,-116.75,4.56
26865,43.25,-116.75,4.56
26866,43.25,-115.9375,4.64
26867,43.25,-107.0625,4.45
26868,43.25,-107.0,4.45
26869,43.25,-106.4375,4.45
26870,43.25,-106.4375,4.45
26871,43.25,-106.4375,4.45
26872,43.25,-106.4375,4.45
26873,43.25,-106.375,4.45
26874,43.25,-106.375,4.45
26875,43.25,-106.375,4.45
26876,43.25,-106.3125,4.45
26877,43.25,-106.3125,4.45
26878,43.25,-106.3125,4.45
26879,43.25,-106.25,4.45
26880,43.25,-106.1875,4.45
26881,43.25,-106.125,4.45
26882,43.25,-105.9375,4.45
26883,43.25,-105.9375,4.45
26884,43.25,-105.75,4.45
26885,43.25,-101.1875,4.35
26886,43.25,-122.3125,4.56
26887,43.25,-116.8125,4.56
26888,43.25,-116.75,4.56
26889,43.25,-116.75,4.56
26890,43.25,-116.75,4.56
26891,43.25,-107.125,4.45
26892,43.25,-107.0625,4.45
26893,43.25,-107.0625,4.45
26894,43.25,-107.0625,4.45
26895,43.25,-106.4375,4.45
26896,43.25,-106.4375,4.45
26897,43.25,-106.4375,4.45
26898,43.25,-106.375,4.45
26899,43.25,-106.375,4.45
26900,43.25,-106.375,4.45
26901,43.25,-106.3125,4.45
26902,43.25,-106.3125,4.45
26903,43.25,-106.3125,4.45
26904,43.25,-106.25,4.45
26905,43.25,-106.125,4.45
26906,43.25,-105.75,4.45
26907,43.25,-101.1875,4.35
26908,43.25,-101.0625,4.35
26909,43.25,-101.0,4.35
26910,43.28125,-122.25,4.56
26911,43.28125,-112.6875,4.58
26912,43.28125,-107.1875,4.45
26913,43.28125,-107.125,4.45
26914,43.28125,-107.125,4.45
26915,43.28125,-107.125,4.45
26916,43.28125,-107.0625,4.45
26917,43.28125,-106.4375,4.45
26918,43.28125,-106.4375,4.45
26919,43.28125,-106.375,4.45
26920,43.28125,-106.375,4.45
26921,43.28125,-106.375,4.45
26922,43.28125,-106.3125,4.45
26923,43.28125,-106.3125,4.45
26924,43.28125,-106.3125,4.45
26925,43.28125,-106.25,4.45
26926,43.28125,-106.25,4.45
26927,43.28125,-106.1875,4.45
26928,43.28125,-106.1875,4.45
26929,43.28125,-106.0,4.45
26930,43.28125,-105.9375,4.45
26931,43.28125,-105.875,4.45
26932,43.28125,-105.75,4.45
26933,43.28125,-101.125,4.35
26934,43.28125,-116.8125,4.56
26935,43.28125,-116.75,4.56
26936,43.28125,-115.625,4.78
26937,43.28125,-109.3125,4.48
26938,43.28125,-107.1875,4.45
26939,43.28125,-107.125,4.45
26940,43.28125,-107.125,4.45
26941,43.28125,-105.75,4.45
26942,43.28125,-105.5,4.45
26943,43.28125,-105.5,4.45
26944,43.28125,-105.5,4.45
26945,43.28125,-105.5,4.45
26946,43.3125,-122.25,4.56
26947,43.3125,-109.375,4.37
26948,43.3125,-107.125,4.45
26949,43.3125,-107.125,4.45
26950,43.3125,-105.8125,4.45
26951,43.3125,-105.8125,4.45
26952,43.3125,-105.8125,4.45
26953,43.3125,-105.75,4.45
26954,43.3125,-105.75,4.45
26955,43.3125,-105.75,4.45
26956,43.3125,-122.25,4.56
26957,43.3125,-109.375,4.37
26958,43.3125,-109.375,4.37
26959,43.3125,-107.125,4.45
26960,43.3125,-107.125,4.45
26961,43.3125,-107.0625,4.45
26962,43.3125,-105.8125,4.45
26963,43.3125,-105.8125,4.45
26964,43.34375,-116.8125,4.56
26965,43.34375,-116.75,4.56
26966,43.34375,-116.75,4.56
26967,43.34375,-107.3125,4.45
26968,43.34375,-107.25,4.45
26969,43.34375,-107.125,4.45
26970,43.34375,-107.0625,4.45
26971,43.34375,-107.0625,4.45
26972,43.34375,-105.8125,4.45
26973,43.34375,-105.8125,4.45
26974,43.34375,-116.8125,4.56
26975,43.34375,-116.8125,4.56
26976,43.34375,-111.8125,4.31
26977,43.34375,-111.8125,4.31
26978,43.34375,-111.8125,4.31
26979,43.34375,-109.375,4.37
26980,43.34375,-107.3125,4.45
26981,43.34375,-107.1875,4.45
26982,43.34375,-107.125,4.45
26983,43.34375,-107.0625,4.45
26984,43.34375,-106.0,4.45
26985,43.34375,-105.8125,4.45
26986,43.375,-121.25,4.6
26987,43.375,-116.875,4.56
26988,43.375,-116.8125,4.56
26989,43.375,-116.8125,4.56
26990,43.375,-116.8125,4.56
26991,43.375,-116.75,4.56
26992,43.375,-111.8125,4.31
26993,43.375,-111.8125,4.31
26994,43.375,-111.8125,4.31
26995,43.375,-107.25,4.45
26996,43.375,-107.25,4.45
26997,43.375,-107.1875,4.45
26998,43.375,-107.125,4.45
26999,43.375,-106.0,4.45
27000,43.375,-105.8125,4.45
27001,43.375,-105.8125,4.45
27002,43.40625,-116.875,4.56
27003,43.40625,-116.8125,4.56
27004,43.40625,-116.8125,4.56
27005,43.40625,-109.4375,4.37
27006,43.40625,-109.4375,4.37
27007,43.40625,-109.25,4.48
27008,43.40625,-107.25,4.45
27009,43.40625,-107.1875,4.45
27010,43.40625,-107.1875,4.45
27011,43.40625,-107.1875,4.45
27012,43.40625,-107.1875,4.45
27013,43.40625,-107.0625,4.45
27014,43.40625,-106.0,4.45
27015,43.40625,-105.8125,4.45
27016,43.40625,-105.8125,4.45
27017,43.40625,-105.8125,4.45
27018,43.40625,-122.5625,4.21
27019,43.40625,-122.375,4.21
27020,43.40625,-122.125,4.56
27021,43.40625,-121.5625,4.6
27022,43.40625,-121.5,4.6
27023,43.40625,-121.5,4.6
27024,43.40625,-116.8125,4.56
27025,43.40625,-116.8125,4.56
27026,43.40625,-109.375,4.37
27027,43.40625,-109.375,4.37
27028,43.40625,-109.375,4.37
27029,43.40625,-109.3125,4.48
27030,43.40625,-109.3125,4.48
27031,43.40625,-109.25,4.48
27032,43.40625,-107.3125,4.45
27033,43.40625,-107.1875,4.45
27034,43.40625,-107.1875,4.45
27035,43.40625,-107.1875,4.45
27036,43.40625,-107.1875,4.45
27037,43.40625,-107.125,4.45
27038,43.40625,-107.125,4.45
27039,43.40625,-107.0625,4.45
27040,43.40625,-106.0625,4.45
27041,43.40625,-105.8125,4.45
27042,43.40625,-105.8125,4.45
27043,43.4375,-109.4375,3.89
27044,43.4375,-109.4375,3.89
27045,43.4375,-109.25,4.23
27046,43.4375,-107.1875,4.21
27047,43.4375,-107.1875,4.21
27048,43.4375,-107.1875,4.21
27049,43.4375,-107.1875,4.21
27050,43.4375,-107.125,4.21
27051,43.4375,-107.125,4.21
27052,43.4375,-107.125,4.21
27053,43.4375,-107.0625,4.21
27054,43.4375,-105.875,4.36
27055,43.4375,-105.875,4.36
27056,43.4375,-109.5,3.89
27057,43.4375,-109.4375,3.89
27058,43.4375,-109.25,4.23
27059,43.4375,-109.25,4.23
27060,43.4375,-109.25,4.23
27061,43.4375,-109.25,4.23
27062,43.4375,-109.1875,4.23
27063,43.4375,-109.1875,4.23
27064,43.4375,-109.1875,4.23
27065,43.4375,-109.1875,4.23
27066,43.4375,-109.125,4.23
27067,43.4375,-109.125,4.23
27068,43.4375,-109.125,4.23
27069,43.4375,-107.1875,4.21
27070,43.4375,-107.1875,4.21
27071,43.4375,-107.1875,4.21
27072,43.4375,-107.1875,4.21
27073,43.4375,-107.125,4.21
27074,43.4375,-107.125,4.21
