,lat,lon,capacity
0,37.65625,-100.25,4.84
1,45.4375,-70.5,3.59
2,45.96875,-104.3125,4.12
3,34.96875,-104.0625,5.5
4,45.34375,-104.4375,4.24
5,47.46875,-102.9375,3.8
6,34.875,-104.0,5.5
7,45.46875,-104.375,4.23
8,45.0,-70.3125,3.59
9,34.96875,-103.25,5.38
10,34.96875,-103.6875,5.5
11,34.875,-103.625,5.5
12,45.875,-103.6875,4.12
13,34.875,-98.625,4.93
14,47.53125,-102.875,3.8
15,41.90625,-97.9375,4.21
16,47.0625,-105.6875,4.0
17,45.5625,-104.25,4.12
18,45.40625,-103.6875,4.23
19,47.3125,-105.3125,4.06
20,41.90625,-97.75,4.21
21,45.4375,-103.125,4.19
22,34.0625,-101.0625,5.2
23,35.0625,-104.0,5.5
24,42.34375,-101.4375,4.42
25,35.65625,-100.5625,5.11
26,46.46875,-103.0,4.08
27,35.46875,-101.25,5.17
28,43.28125,-100.125,4.23
29,44.59375,-96.625,3.91
30,44.09375,-95.125,3.9
31,42.375,-102.1875,4.53
32,44.46875,-99.1875,4.11
33,45.46875,-70.125,3.59
34,41.78125,-100.875,4.42
35,47.15625,-105.4375,4.06
36,41.90625,-97.6875,4.21
37,36.65625,-103.6875,5.19
38,42.9375,-102.3125,4.41
39,42.59375,-97.5,4.12
40,45.21875,-96.9375,3.91
41,35.4375,-101.375,5.17
42,41.9375,-101.25,4.42
43,45.40625,-103.875,4.23
44,35.6875,-100.875,5.11
45,45.0,-103.4375,4.23
46,44.4375,-96.5,3.98
47,44.3125,-96.375,3.98
48,42.6875,-97.5625,4.12
49,46.9375,-106.9375,4.04
50,47.46875,-105.0625,3.93
51,41.53125,-103.75,4.54
52,42.5625,-101.3125,4.35
53,42.65625,-98.4375,4.18
54,46.125,-103.625,4.12
55,45.59375,-69.4375,3.58
56,42.53125,-101.875,4.53
57,41.78125,-101.125,4.42
58,43.28125,-99.6875,4.23
59,35.25,-102.0,5.25
60,42.65625,-102.0,4.41
61,42.71875,-100.125,4.23
62,41.875,-97.625,4.21
63,43.46875,-99.625,4.18
64,46.40625,-103.25,4.08
65,35.8125,-100.6875,5.11
66,35.375,-100.9375,5.17
67,43.40625,-100.1875,4.23
68,42.0625,-101.6875,4.53
69,44.0625,-96.0625,3.93
70,37.5625,-99.8125,4.84
71,46.625,-100.75,3.83
72,42.46875,-97.375,4.14
73,42.0625,-102.0,4.53
74,37.6875,-100.125,4.84
75,42.0,-98.25,4.21
76,43.53125,-99.4375,4.11
77,44.21875,-96.25,3.93
78,41.90625,-101.4375,4.42
79,42.3125,-101.0625,4.42
80,41.78125,-103.8125,4.54
81,43.875,-97.1875,3.98
82,35.5625,-101.0,5.11
83,45.0625,-96.8125,3.91
84,35.28125,-102.3125,5.25
85,35.8125,-100.375,4.97
86,44.90625,-96.875,3.91
87,44.8125,-96.75,3.91
88,43.40625,-100.4375,4.23
89,42.9375,-101.0625,4.35
90,42.84375,-99.5625,4.23
91,42.03125,-101.125,4.42
92,43.1875,-98.0625,4.12
93,34.96875,-103.9375,5.5
94,45.0,-102.5,4.18
95,37.53125,-99.4375,4.73
96,34.875,-102.0,5.25
97,42.28125,-74.5,3.85
98,44.4375,-99.375,4.11
99,42.625,-102.875,4.41
100,42.65625,-98.6875,4.18
101,41.25,-97.5,4.31
102,42.375,-98.0,4.21
103,41.25,-97.3125,4.26
104,44.34375,-99.5625,4.18
105,37.65625,-100.375,4.84
106,41.875,-98.4375,4.29
107,44.84375,-96.5,3.91
108,42.8125,-104.0,4.48
109,46.875,-102.25,3.9
110,45.53125,-99.8125,3.94
111,43.78125,-97.125,3.98
112,41.84375,-101.25,4.42
113,47.90625,-101.0,3.75
114,43.96875,-99.625,4.18
115,46.875,-103.8125,4.02
116,42.71875,-98.8125,4.18
117,44.65625,-96.375,3.91
118,48.875,-106.3125,3.75
119,47.1875,-101.25,3.83
120,45.84375,-103.375,4.12
121,36.125,-100.375,4.97
122,41.65625,-98.5625,4.29
123,42.4375,-99.6875,4.36
124,42.84375,-99.5,4.23
125,42.8125,-100.3125,4.23
126,42.4375,-98.375,4.21
127,45.5625,-103.0625,4.08
128,43.3125,-99.375,4.18
129,44.53125,-96.375,3.91
130,43.71875,-95.6875,3.93
131,37.5625,-99.875,4.84
132,45.125,-104.125,4.23
133,45.875,-103.0625,4.08
134,44.75,-96.5625,3.91
135,36.40625,-100.4375,4.97
136,36.1875,-100.875,5.11
137,36.25,-101.0,5.11
138,44.8125,-70.75,3.48
139,46.6875,-102.625,3.9
140,41.8125,-98.25,4.21
141,48.75,-102.5,3.63
142,43.3125,-99.5625,4.23
143,43.21875,-97.3125,4.04
144,42.0625,-98.1875,4.21
145,44.96875,-103.625,4.23
146,47.53125,-102.9375,3.8
147,41.0625,-97.3125,4.26
148,38.65625,-98.4375,4.63
149,37.53125,-99.5625,4.84
150,34.90625,-98.5625,4.93
151,36.40625,-100.6875,5.11
152,36.78125,-103.75,5.19
153,42.46875,-101.1875,4.42
154,45.375,-103.0625,4.19
155,41.25,-97.1875,4.26
156,44.15625,-97.4375,4.04
157,46.25,-103.625,4.12
158,42.53125,-100.8125,4.42
159,44.9375,-96.625,3.91
160,41.78125,-101.625,4.53
161,43.34375,-99.1875,4.18
162,44.625,-102.625,4.18
163,44.09375,-98.625,4.11
164,44.21875,-98.75,4.11
165,44.53125,-96.125,3.89
166,44.625,-97.6875,3.96
167,44.25,-95.6875,3.93
168,44.28125,-96.25,3.93
169,34.875,-103.5,5.5
170,36.09375,-100.125,4.97
171,37.5625,-100.0,4.84
172,39.40625,-97.5625,4.54
173,42.90625,-100.9375,4.35
174,43.3125,-101.25,4.35
175,47.1875,-103.125,3.94
176,42.65625,-100.8125,4.35
177,42.4375,-101.3125,4.42
178,42.375,-99.4375,4.29
179,41.9375,-98.5625,4.29
180,44.09375,-95.8125,3.93
181,36.40625,-100.9375,5.11
182,44.1875,-95.5625,3.9
183,45.59375,-102.75,4.08
184,46.71875,-101.625,3.9
185,43.25,-99.9375,4.23
186,43.15625,-96.75,4.04
187,46.5625,-101.0,4.01
188,42.15625,-97.9375,4.21
189,44.125,-97.3125,3.98
190,41.8125,-101.875,4.53
191,44.65625,-97.4375,3.96
192,42.53125,-100.9375,4.42
193,43.53125,-99.125,4.11
194,44.5,-97.4375,3.96
195,42.65625,-99.875,4.23
196,45.96875,-98.9375,3.9
197,44.40625,-98.8125,4.11
198,44.40625,-99.0625,4.11
199,36.53125,-103.625,5.46
200,37.625,-99.875,4.84
201,35.0,-103.3125,5.38
202,37.875,-100.1875,4.84
203,46.1875,-102.9375,4.08
204,45.1875,-103.9375,4.23
205,41.125,-103.9375,4.69
206,46.625,-102.375,3.9
207,44.125,-95.4375,3.9
208,44.9375,-99.1875,4.0
209,44.21875,-96.0,3.93
210,38.125,-96.375,4.52
211,38.125,-96.4375,4.52
212,34.9375,-101.8125,5.25
213,38.6875,-98.625,4.63
214,44.3125,-95.8125,3.93
215,46.25,-103.375,4.12
216,47.84375,-100.75,3.75
217,45.40625,-103.5,4.23
218,44.71875,-102.6875,4.19
219,43.40625,-100.5,4.23
220,42.5,-100.0625,4.36
221,42.71875,-100.5625,4.35
222,42.65625,-97.4375,4.12
223,45.03125,-96.75,3.91
224,41.1875,-97.625,4.31
225,41.15625,-97.25,4.26
226,42.71875,-100.0625,4.23
227,42.3125,-98.625,4.29
228,43.8125,-95.75,3.93
229,44.34375,-99.625,4.18
230,37.84375,-100.0625,4.84
231,47.96875,-101.25,3.75
232,46.75,-103.0,3.94
233,46.84375,-102.0625,3.9
234,47.0625,-102.75,3.94
235,46.0,-103.75,4.12
236,47.0625,-101.6875,3.9
237,44.625,-97.5,3.96
238,43.8125,-95.875,3.93
239,44.46875,-99.75,4.18
240,37.5625,-99.375,4.73
241,37.59375,-100.3125,4.84
242,46.375,-101.375,4.01
243,46.9375,-102.4375,3.9
244,44.34375,-96.1875,3.93
245,47.875,-100.875,3.75
246,35.78125,-100.9375,5.11
247,38.03125,-100.375,4.84
248,37.90625,-100.375,4.84
249,36.5,-100.6875,5.11
250,34.96875,-102.75,5.38
251,42.84375,-96.4375,4.04
252,47.0,-103.875,4.02
253,42.03125,-95.0625,4.04
254,46.625,-101.125,3.83
255,47.1875,-103.0,3.94
256,44.625,-102.5,4.18
257,43.3125,-97.4375,4.12
258,35.0,-104.25,5.5
259,36.59375,-103.4375,5.19
260,38.0625,-99.625,4.84
261,37.4375,-100.5625,5.02
262,42.78125,-96.0,4.0
263,43.96875,-95.875,3.93
264,47.0625,-104.25,4.02
265,38.65625,-98.75,4.63
266,45.0,-103.25,4.19
267,45.625,-103.75,4.12
268,42.28125,-95.375,4.04
269,44.78125,-97.75,3.96
270,43.03125,-101.3125,4.35
271,45.25,-97.9375,3.96
272,45.5,-102.125,4.18
273,44.40625,-97.625,4.04
274,43.21875,-95.5625,3.97
275,35.65625,-100.125,4.97
276,37.375,-99.875,4.91
277,35.09375,-102.625,5.25
278,37.625,-100.75,4.92
279,45.21875,-100.125,4.05
280,43.5,-99.75,4.18
281,45.53125,-102.3125,4.03
282,43.4375,-94.9375,3.9
283,47.46875,-102.5625,3.75
284,44.375,-97.125,3.98
285,45.0625,-99.9375,4.05
286,46.71875,-102.6875,3.94
287,45.6875,-103.625,4.12
288,42.5625,-99.75,4.23
289,44.28125,-97.4375,4.04
290,36.78125,-103.5625,5.19
291,35.59375,-101.4375,5.11
292,38.71875,-99.625,4.75
293,38.375,-99.25,4.73
294,37.875,-99.8125,4.84
295,38.8125,-96.25,4.35
296,38.375,-99.4375,4.73
297,38.0625,-99.5,4.84
298,36.59375,-100.5625,5.02
299,41.875,-95.0,4.04
300,43.625,-95.6875,3.93
301,34.78125,-101.5625,5.17
302,36.15625,-101.25,5.11
303,43.8125,-96.25,3.93
304,40.96875,-97.9375,4.31
305,37.71875,-96.5,4.52
306,38.6875,-99.875,4.75
307,42.71875,-96.375,4.04
308,43.9375,-100.5625,4.23
309,42.0625,-95.0,4.04
310,35.1875,-100.8125,5.17
311,36.5,-99.9375,4.97
312,35.25,-102.75,5.38
313,35.96875,-101.4375,5.11
314,36.40625,-101.25,5.11
315,37.96875,-100.5625,4.92
316,34.875,-98.75,4.93
317,41.875,-94.875,4.04
318,44.125,-95.3125,3.9
319,43.71875,-94.9375,3.9
320,36.65625,-103.375,5.19
321,35.0625,-103.0,5.38
322,34.59375,-102.5625,5.25
323,35.96875,-102.125,5.2
324,36.40625,-101.3125,5.11
325,44.4375,-101.25,4.23
326,42.0,-95.1875,4.04
327,42.53125,-95.9375,4.12
328,41.125,-103.5625,4.69
329,36.5,-99.8125,4.97
330,35.28125,-101.75,5.25
331,35.3125,-102.5,5.25
332,36.25,-101.625,5.2
333,34.4375,-101.5625,5.2
334,36.03125,-101.6875,5.2
335,43.0625,-95.5625,3.97
336,43.6875,-95.125,3.9
337,42.53125,-98.875,4.29
338,48.625,-102.3125,3.63
339,37.875,-101.8125,5.04
340,44.9375,-70.5,3.59
341,45.03125,-99.6875,4.05
342,42.1875,-95.0625,4.04
343,47.15625,-100.75,3.83
344,44.28125,-95.5625,3.9
345,36.5,-100.9375,5.11
346,35.21875,-101.5,5.17
347,34.4375,-101.6875,5.33
348,35.0,-102.3125,5.25
349,34.875,-104.0625,5.5
350,35.1875,-102.5,5.25
351,43.59375,-95.5,3.9
352,39.5,-96.375,4.45
353,36.1875,-99.8125,4.97
354,36.1875,-99.625,4.97
355,44.0625,-100.5,4.18
356,43.28125,-94.875,3.97
357,44.09375,-100.125,4.18
358,42.875,-95.875,4.0
359,41.5625,-94.6875,4.04
360,46.28125,-99.75,3.94
361,38.90625,-98.3125,4.54
362,39.0,-99.125,4.63
363,39.09375,-79.3125,4.02
364,42.6875,-96.125,4.0
365,42.625,-95.8125,4.0
366,41.09375,-103.3125,4.67
367,40.34375,-98.9375,4.56
368,41.1875,-103.5625,4.69
369,35.84375,-102.0625,5.2
370,42.4375,-95.6875,4.12
371,43.625,-94.875,3.9
372,46.21875,-98.8125,3.9
373,43.625,-92.5625,3.84
374,46.5625,-99.0,3.9
375,42.75,-96.5,4.04
376,41.78125,-94.75,4.04
377,43.0,-95.8125,4.0
378,37.59375,-96.5,4.52
379,36.1875,-100.0,4.97
380,38.625,-97.3125,4.45
381,38.28125,-96.6875,4.52
382,37.65625,-101.0,4.92
383,36.6875,-100.5625,5.02
384,41.84375,-95.0625,4.04
385,42.84375,-95.375,3.97
386,42.53125,-95.5625,4.04
387,46.90625,-102.3125,3.9
388,42.5625,-95.3125,3.97
389,41.46875,-99.8125,4.48
390,40.4375,-98.875,4.36
391,43.5,-95.5625,3.9
392,44.65625,-96.25,3.89
393,41.125,-103.375,4.69
394,38.21875,-97.3125,4.52
395,36.5,-100.25,4.97
396,41.71875,-95.0,4.04
397,39.90625,-97.5625,4.43
398,34.625,-94.8125,4.42
399,42.71875,-95.3125,3.97
400,45.4375,-70.625,3.59
401,43.5,-95.375,3.9
402,43.21875,-96.0625,4.0
403,43.375,-95.5625,3.97
404,43.78125,-92.6875,3.84
405,44.0625,-96.25,3.93
406,41.65625,-94.75,4.04
407,42.78125,-95.6875,4.0
408,43.0625,-94.9375,3.97
409,43.0625,-96.0625,4.0
410,43.90625,-96.375,3.98
411,43.375,-96.375,4.04
412,39.625,-96.875,4.37
413,40.4375,-99.25,4.36
414,37.0,-101.8125,5.18
415,42.34375,-95.75,4.12
416,43.125,-94.875,3.97
417,42.53125,-95.125,4.04
418,43.1875,-95.9375,4.0
419,43.75,-95.5,3.9
420,36.71875,-100.375,4.91
421,43.15625,-96.1875,4.0
422,40.53125,-97.125,4.26
423,36.75,-99.75,4.91
424,35.46875,-98.6875,4.93
425,43.6875,-92.6875,3.84
426,43.625,-92.5,3.84
427,42.0,-95.625,4.12
428,42.71875,-95.9375,4.0
429,48.8125,-98.1875,3.56
430,43.375,-95.8125,4.0
431,36.4375,-101.5625,5.11
432,43.5625,-95.9375,3.93
433,35.53125,-99.75,4.97
434,47.3125,-99.6875,3.82
435,41.4375,-94.5625,4.08
436,43.09375,-96.3125,4.0
437,43.15625,-95.4375,3.97
438,39.25,-99.375,4.63
439,39.59375,-96.8125,4.37
440,39.28125,-101.6875,4.9
441,45.78125,-70.25,3.55
442,41.875,-95.4375,4.04
443,41.53125,-99.875,4.36
444,40.65625,-98.0,4.31
445,43.75,-95.375,3.9
446,35.0625,-103.875,5.5
447,41.6875,-94.6875,4.04
448,43.0625,-95.125,3.97
449,43.125,-95.8125,4.0
450,43.53125,-94.875,3.9
451,36.96875,-99.1875,4.84
452,42.71875,-95.1875,3.97
453,43.28125,-96.4375,4.04
454,43.09375,-95.3125,3.97
455,36.5,-99.6875,4.97
456,38.40625,-101.375,4.92
457,43.0,-100.5625,4.35
458,47.53125,-100.625,3.75
459,47.65625,-97.875,3.65
460,34.625,-103.3125,5.38
461,35.5625,-98.75,4.86
462,36.375,-99.5,4.97
463,45.53125,-69.1875,3.58
464,40.0,-95.875,4.26
465,42.375,-95.3125,4.04
466,41.75,-95.5625,4.04
467,43.46875,-95.1875,3.9
468,43.5625,-96.4375,3.98
469,41.875,-99.75,4.36
470,48.875,-103.0625,3.64
471,37.65625,-96.625,4.52
472,37.375,-102.5,5.18
473,39.25,-101.0625,4.84
474,38.75,-96.8125,4.45
475,39.65625,-101.0625,4.69
476,43.34375,-95.3125,3.97
477,44.8125,-71.375,3.42
478,36.34375,-81.625,4.28
479,42.90625,-95.5625,3.97
480,42.96875,-95.25,3.97
481,39.09375,-100.1875,4.75
482,39.59375,-101.1875,4.69
483,36.875,-102.1875,5.18
484,46.9375,-99.125,3.77
485,47.5,-101.0625,3.75
486,44.1875,-93.0625,3.84
487,44.96875,-72.5,3.55
488,44.46875,-71.0625,3.76
489,40.875,-101.3125,4.55
490,41.59375,-95.0,4.04
491,41.09375,-103.125,4.67
492,42.53125,-95.25,4.04
493,35.5,-99.4375,4.93
494,37.78125,-98.625,4.73
495,36.90625,-100.25,4.91
496,43.5625,-93.6875,3.83
497,47.125,-101.25,3.83
498,42.84375,-95.25,3.97
499,42.4375,-95.0625,4.04
500,36.5625,-99.9375,4.97
501,42.6875,-73.3125,3.68
502,41.40625,-94.75,4.13
503,43.25,-95.375,3.97
504,43.25,-94.8125,3.97
505,36.15625,-99.375,4.86
506,43.8125,-93.4375,3.84
507,43.59375,-96.25,3.93
508,41.46875,-99.75,4.48
509,33.96875,-103.8125,5.57
510,36.75,-102.9375,5.25
511,36.84375,-102.0,5.18
512,35.4375,-99.5,5.05
513,35.46875,-98.5,4.93
514,36.65625,-101.6875,5.18
515,36.59375,-102.125,5.18
516,43.46875,-92.5,3.84
517,41.09375,-102.9375,4.67
518,35.15625,-99.0,4.93
519,37.71875,-102.8125,5.13
520,35.3125,-99.0625,4.93
521,35.375,-99.25,4.93
522,36.75,-102.875,5.25
523,35.0,-103.4375,5.5
524,36.96875,-101.5625,5.02
525,43.65625,-92.375,3.79
526,44.59375,-96.0625,3.89
527,36.875,-102.3125,5.18
528,43.9375,-92.75,3.84
529,44.25,-92.875,3.84
530,43.84375,-92.375,3.79
531,43.5625,-92.375,3.79
532,43.71875,-97.75,4.04
533,43.90625,-93.5625,3.83
534,44.25,-95.3125,3.9
535,44.3125,-95.3125,3.9
536,36.03125,-99.6875,4.97
537,36.59375,-103.0,5.25
538,43.5625,-92.1875,3.79
539,44.5,-95.875,3.89
540,36.53125,-98.0625,4.73
541,37.71875,-102.625,5.04
542,44.28125,-72.875,3.64
543,36.6875,-100.1875,4.91
544,36.6875,-101.875,5.18
545,36.5625,-99.75,4.97
546,44.125,-92.8125,3.84
547,34.4375,-97.3125,4.67
548,35.875,-98.9375,4.86
549,37.375,-98.125,4.68
550,36.90625,-100.4375,4.91
551,35.4375,-99.125,4.93
552,43.65625,-93.5625,3.83
553,42.625,-94.75,3.97
554,35.875,-99.4375,4.86
555,43.59375,-93.1875,3.84
556,44.03125,-93.0625,3.84
557,35.875,-99.875,4.97
558,36.625,-99.5,4.91
559,36.59375,-98.1875,4.68
560,42.875,-93.4375,3.88
561,39.90625,-78.875,3.8
562,44.78125,-71.5,3.42
563,43.9375,-93.375,3.84
564,44.28125,-95.25,3.9
565,43.34375,-94.5625,3.96
566,43.625,-94.5625,3.83
567,36.59375,-98.3125,4.68
568,36.5625,-100.9375,5.11
569,44.25,-92.75,3.84
570,39.1875,-78.375,4.12
571,39.15625,-79.3125,4.02
572,36.4375,-97.5625,4.73
573,36.53125,-101.875,5.2
574,43.9375,-93.3125,3.84
575,44.15625,-93.125,3.84
576,42.34375,-74.625,3.68
577,43.625,-93.5,3.84
578,43.125,-94.0,3.96
579,43.09375,-93.6875,3.96
580,43.5625,-98.625,4.11
581,35.5,-98.0625,4.76
582,35.46875,-99.1875,4.93
583,36.59375,-101.25,5.02
584,36.8125,-101.75,5.18
585,36.5,-102.3125,5.2
586,44.59375,-100.3125,4.05
587,44.0,-98.875,4.11
588,44.09375,-97.875,4.04
589,36.875,-99.875,4.91
590,36.71875,-99.625,4.91
591,34.9375,-98.25,4.76
592,35.28125,-97.9375,4.76
593,37.09375,-96.75,4.59
594,36.0625,-98.75,4.86
595,36.5625,-97.75,4.73
596,44.3125,-93.0,3.84
597,44.21875,-93.125,3.84
598,44.4375,-70.9375,3.76
599,44.15625,-99.25,4.11
600,42.59375,-93.625,3.96
601,34.59375,-95.1875,4.42
602,43.21875,-73.125,3.68
603,42.40625,-96.625,4.14
604,43.5,-93.8125,3.83
605,43.71875,-93.25,3.84
606,43.875,-93.25,3.84
607,43.40625,-93.125,3.88
608,47.09375,-97.5,3.74
609,43.5625,-94.4375,3.83
610,43.53125,-94.25,3.83
611,46.3125,-98.75,3.9
612,43.15625,-93.5,3.88
613,43.4375,-94.0,3.83
614,41.59375,-96.25,4.12
615,43.8125,-94.6875,3.9
616,48.15625,-101.25,3.75
617,43.375,-93.5625,3.96
618,48.71875,-98.4375,3.61
619,44.3125,-98.125,4.04
620,40.90625,-94.1875,4.08
621,43.375,-93.4375,3.88
622,45.125,-71.125,3.48
623,44.78125,-70.5,3.59
624,44.1875,-98.25,4.04
625,43.5625,-93.75,3.83
626,43.59375,-94.25,3.83
627,34.5,-103.25,5.38
628,40.125,-78.6875,3.8
629,45.5,-69.75,3.59
630,39.78125,-95.625,4.26
631,43.71875,-93.75,3.83
632,36.5625,-99.3125,4.86
633,43.5625,-92.0625,3.79
634,43.09375,-93.25,3.88
635,45.09375,-70.125,3.59
636,42.375,-74.25,3.85
637,40.4375,-95.1875,4.13
638,43.34375,-72.75,3.68
639,46.21875,-96.8125,3.82
640,44.375,-95.375,3.9
641,37.4375,-96.875,4.59
642,44.1875,-93.375,3.84
643,45.625,-69.3125,3.58
644,43.5625,-72.8125,3.64
645,46.625,-97.8125,3.74
646,43.21875,-92.5625,3.88
647,44.0,-72.8125,3.64
648,44.0625,-92.5625,3.84
649,45.21875,-71.125,3.48
650,46.375,-97.0,3.82
651,33.03125,-101.8125,5.38
652,43.375,-93.25,3.88
653,38.46875,-79.5,4.09
654,42.71875,-73.0625,3.68
655,46.1875,-69.75,3.55
656,46.65625,-97.125,3.72
657,42.4375,-93.4375,3.95
658,38.78125,-95.5,4.26
659,44.375,-92.8125,3.84
660,43.59375,-93.3125,3.84
661,46.25,-97.6875,3.85
662,40.9375,-96.0625,4.18
663,37.25,-98.0,4.68
664,40.4375,-94.75,4.13
665,39.90625,-95.5,4.2
666,45.53125,-96.125,3.79
667,33.875,-102.8125,5.42
668,44.0625,-92.3125,3.79
669,42.75,-77.4375,3.77
670,44.875,-72.5,3.55
671,45.53125,-96.3125,3.79
672,44.1875,-95.0,3.9
673,45.125,-70.625,3.59
674,38.625,-79.5,3.87
675,44.90625,-71.8125,3.42
676,46.125,-69.75,3.55
677,40.1875,-95.1875,4.2
678,48.125,-100.875,3.75
679,40.90625,-93.5,4.05
680,45.5625,-70.125,3.55
681,40.4375,-94.875,4.13
682,36.21875,-93.3125,4.35
683,39.75,-78.875,3.8
684,40.75,-87.3125,3.91
685,40.1875,-94.625,4.2
686,45.5,-95.875,3.89
687,44.84375,-94.9375,3.85
688,41.28125,-89.5625,3.98
689,44.90625,-94.875,3.85
690,44.90625,-95.0,3.85
691,40.4375,-93.0625,4.05
692,41.875,-92.875,3.95
693,45.21875,-71.25,3.48
694,39.875,-94.4375,4.18
695,42.78125,-74.6875,3.62
696,46.4375,-68.9375,3.58
697,45.5,-95.25,3.85
698,40.03125,-94.5,4.18
699,42.125,-92.5,3.95
700,41.6875,-89.1875,3.85
701,40.4375,-93.5,4.05
702,42.84375,-78.1875,3.77
703,44.0625,-82.9375,3.72
704,40.5,-88.5625,3.96
705,34.53125,-96.875,4.63
706,35.875,-94.375,4.36
707,40.46875,-88.75,3.98
708,41.6875,-90.625,3.88
709,39.03125,-78.875,4.02
710,43.5,-72.25,3.58
711,36.28125,-81.75,4.28
712,45.84375,-95.9375,3.79
713,41.125,-89.6875,4.0
714,40.53125,-88.4375,3.96
715,40.71875,-87.4375,3.91
716,42.5625,-74.1875,3.82
717,42.4375,-74.625,3.68
718,42.125,-73.4375,3.81
719,44.6875,-70.8125,3.48
720,46.03125,-96.1875,3.79
721,44.6875,-94.375,3.81
722,42.21875,-91.3125,3.88
723,44.71875,-71.8125,3.42
724,35.90625,-94.125,4.36
725,41.25,-90.0,4.0
726,40.625,-88.375,3.96
727,40.8125,-87.25,3.91
728,45.21875,-69.875,3.59
729,40.1875,-94.9375,4.2
730,35.0,-104.6875,5.55
731,40.5625,-87.4375,3.91
732,41.03125,-88.625,3.98
733,42.21875,-74.75,3.68
734,39.71875,-94.5625,4.18
735,45.65625,-95.6875,3.79
736,41.875,-88.9375,3.85
737,43.15625,-92.0625,3.84
738,40.65625,-88.25,3.96
739,40.375,-78.5625,3.8
740,46.0,-69.875,3.55
741,40.53125,-94.125,4.08
742,46.03125,-95.9375,3.79
743,40.65625,-88.625,3.98
744,40.9375,-88.375,3.96
745,40.78125,-88.3125,3.96
746,42.625,-74.0,3.82
747,39.96875,-94.875,4.2
748,39.5625,-94.3125,4.18
749,41.21875,-88.6875,3.98
750,42.125,-89.6875,3.9
751,40.53125,-88.375,3.96
752,40.46875,-87.4375,3.91
753,45.5,-94.8125,3.85
754,47.125,-96.25,3.67
755,35.875,-94.25,4.36
756,40.5625,-87.0,3.91
757,41.5,-89.625,3.85
758,40.40625,-88.25,4.06
759,36.21875,-84.25,4.34
760,44.8125,-72.6875,3.55
761,44.6875,-70.5625,3.59
762,45.34375,-70.75,3.48
763,40.3125,-94.625,4.2
764,45.5625,-95.375,3.77
765,41.28125,-89.75,4.0
766,40.96875,-88.1875,3.96
767,39.71875,-79.1875,3.8
768,45.71875,-95.375,3.77
769,48.875,-97.125,3.53
770,34.125,-98.0625,4.82
771,36.28125,-93.4375,4.35
772,43.75,-88.25,3.78
773,40.9375,-88.5,3.96
774,40.5625,-87.5625,3.96
775,40.5625,-88.75,3.98
776,40.78125,-88.25,3.96
777,43.8125,-75.625,3.71
778,43.6875,-72.6875,3.64
779,38.3125,-79.6875,4.09
780,41.75,-89.0625,3.85
781,41.78125,-89.3125,3.85
782,39.34375,-79.375,4.02
783,41.375,-74.125,3.92
784,42.625,-74.625,3.62
785,44.40625,-70.5625,3.77
786,47.15625,-96.375,3.72
787,41.40625,-88.6875,3.98
788,44.03125,-88.25,3.78
789,40.84375,-89.25,3.98
790,40.5625,-89.0625,3.98
791,40.28125,-86.3125,4.01
792,39.1875,-77.8125,4.12
793,40.46875,-88.0,3.96
794,40.28125,-86.625,4.0
795,41.96875,-88.9375,3.85
796,41.25,-89.6875,4.0
797,40.28125,-86.4375,4.01
798,40.59375,-88.125,3.96
799,41.125,-88.5625,3.96
800,40.8125,-87.375,3.91
801,42.65625,-77.5,3.77
802,44.96875,-71.3125,3.48
803,36.78125,-80.375,4.27
804,44.1875,-72.375,3.58
805,44.625,-70.8125,3.48
806,44.125,-94.25,3.83
807,47.21875,-96.375,3.72
808,35.875,-94.0,4.36
809,43.625,-88.5,3.78
810,41.34375,-89.9375,4.0
811,41.125,-89.625,3.98
812,37.15625,-80.1875,4.27
813,45.375,-96.4375,3.91
814,40.375,-86.3125,4.01
815,40.0,-86.5625,4.0
816,43.875,-82.75,3.72
817,42.0,-88.5,3.83
818,41.34375,-90.25,4.0
819,40.25,-87.0,4.0
820,41.15625,-89.0,3.98
821,40.8125,-88.9375,3.98
822,40.875,-89.0,3.98
823,42.625,-74.4375,3.82
824,36.9375,-82.9375,3.99
825,44.875,-73.9375,3.56
826,44.375,-87.9375,3.78
827,41.09375,-90.25,4.0
828,40.71875,-88.625,3.98
829,40.21875,-88.25,4.06
830,40.25,-88.5,4.06
831,40.78125,-88.125,3.96
832,43.0,-75.75,3.65
833,45.8125,-70.0,3.55
834,45.9375,-70.125,3.55
835,37.3125,-95.375,4.39
836,41.75,-88.9375,3.85
837,41.875,-89.25,3.85
838,41.78125,-90.125,3.9
839,42.5,-86.25,3.82
840,40.40625,-87.875,4.06
841,45.5625,-69.875,3.55
842,45.09375,-71.1875,3.48
843,40.15625,-102.1875,4.78
844,41.5625,-85.5625,3.82
845,41.5625,-89.5,3.85
846,41.625,-89.375,3.85
847,44.125,-87.875,3.78
848,40.34375,-88.0625,4.06
849,41.1875,-89.875,4.0
850,40.875,-89.125,3.98
851,41.25,-88.5625,3.96
852,41.21875,-89.1875,3.98
853,41.0,-88.0625,3.96
854,41.125,-88.75,3.98
855,43.5,-71.3125,3.76
856,46.125,-68.4375,3.59
857,47.8125,-96.375,3.6
858,36.125,-93.375,4.35
859,35.03125,-95.1875,4.42
860,41.3125,-87.5625,3.96
861,40.1875,-89.125,4.08
862,42.40625,-79.25,3.68
863,46.8125,-68.9375,3.5
